order_id,customer_id,order_date,total_amount_idr,shipping_city,shipping_province,shipping_cost_idr,payment_method,order_status,promo_code,discount_amount_idr,courier
ORD000458,CUST0328,2023-09-11,239220,Makassar,Sulawesi Selatan,42532,QRIS,delivered,RAMADAN23,18780,J&T
ORD000459,CUST0240,2024-10-16,209484,Yogyakarta,DI Yogyakarta,15796,GoPay,delivered,MEMBER10,38516,Anteraja
ORD000460,CUST0777,2024-06-25,430972,Medan,Sumatera Utara,37667,GoPay,delivered,HARI BELANJA,18028,J&T
ORD000461,CUST0371,2023-05-25,825830,Bandung,Jawa Barat,14354,QRIS,processing,HARBOLNAS22,22170,J&T
ORD000462,CUST0453,2023-02-27,34392,Malang,Jawa Timur,20935,GoPay,delivered,WEEKEND25,44608,JNE
ORD000463,CUST0413,2025-02-06,119000,Padang,Sumatera Barat,37662,GoPay,delivered,,,J&T
ORD000464,CUST0700,2023-08-31,108000,Banjarmasin,Kalimantan Selatan,41677,OVO,cancelled,,,JNE
ORD000465,CUST0224,2024-07-24,149000,Depok,Jawa Barat,12892,OVO,delivered,,,SiCepat
ORD000466,CUST0403,2024-04-06,449000,Surabaya,Jawa Timur,14741,Kartu Kredit,processing,,,JNE
ORD000467,CUST0619,2024-08-07,421033,Yogyakarta,DI Yogyakarta,19080,Transfer Bank,cancelled,FLASHSALE,36967,J&T
ORD000468,CUST0462,2022-08-17,449000,Depok,Jawa Barat,12795,GoPay,delivered,,,JNE
ORD000469,CUST0248,2024-09-09,99000,Pekanbaru,Riau,24964,GoPay,cancelled,,,SiCepat
ORD000470,CUST0180,2025-01-16,373251,Tangerang,Banten,9614,Kartu Kredit,processing,SALE2024,13749,SiCepat
ORD000471,CUST0799,2023-10-29,378000,Jakarta,DKI Jakarta,8467,Transfer Bank,processing,,,J&T
ORD000472,CUST0593,2022-10-28,1628926,Yogyakarta,DI Yogyakarta,13242,Kartu Kredit,shipped,HARI BELANJA,15074,Pos Indonesia
ORD000473,CUST0063,2023-01-28,1017000,Pekanbaru,Riau,29611,Kartu Kredit,processing,,,Anteraja
ORD000474,CUST0351,2024-01-10,1055000,Tangerang,Banten,10709,Transfer Bank,processing,,,JNE
ORD000475,CUST0455,2023-04-30,407000,Pekanbaru,Riau,30846,Transfer Bank,delivered,,,SiCepat
ORD000476,CUST0628,2024-09-11,678000,Jakarta,DKI Jakarta,10472,Transfer Bank,shipped,,,JNE
ORD000477,CUST0121,2024-04-12,119000,Manado,Sulawesi Utara,36890,QRIS,delivered,,,J&T
ORD000478,CUST0662,2023-03-15,229000,Balikpapan,Kalimantan Timur,40559,GoPay,returned,,,J&T
ORD000479,CUST0518,2024-07-10,149000,Bogor,Jawa Barat,14056,QRIS,processing,,,SiCepat
ORD000480,CUST0106,2024-03-20,294161,Palembang,Sumatera Selatan,25050,Kartu Kredit,cancelled,SALE2024,32839,SiCepat
ORD000481,CUST0198,2023-03-01,1147000,Palembang,Sumatera Selatan,27857,Transfer Bank,delivered,,,J&T
ORD000482,CUST0747,2023-06-10,1297000,Palembang,Sumatera Selatan,33762,OVO,delivered,,,Anteraja
ORD000483,CUST0774,2024-04-29,329000,Padang,Sumatera Barat,37923,Transfer Bank,cancelled,,,J&T
ORD000484,CUST0759,2024-11-08,349000,Malang,Jawa Timur,20812,QRIS,delivered,,,JNE
ORD000485,CUST0770,2024-06-30,481839,Pontianak,Kalimantan Barat,38072,Transfer Bank,delivered,HARBOLNAS22,35161,JNE
ORD000486,CUST0187,2024-05-21,129000,Surabaya,Jawa Timur,13664,QRIS,delivered,,,Pos Indonesia
ORD000487,CUST0720,2023-08-12,99000,Palembang,Sumatera Selatan,28566,Transfer Bank,delivered,,,Pos Indonesia
ORD000488,CUST0409,2023-02-05,229000,Bekasi,Jawa Barat,12487,Transfer Bank,processing,,,JNE
ORD000489,CUST0276,2023-03-09,446372,Balikpapan,Kalimantan Timur,32723,OVO,delivered,RAMADAN23,29628,SiCepat
ORD000490,CUST0244,2024-01-17,437000,Pekanbaru,Riau,31687,GoPay,delivered,,,J&T
ORD000491,CUST0261,2024-11-11,1297000,Banjarmasin,Kalimantan Selatan,36842,Kartu Kredit,delivered,,,SiCepat
ORD000492,CUST0204,2025-01-25,607000,Manado,Sulawesi Utara,41659,QRIS,delivered,,,JNE
ORD000493,CUST0059,2024-06-21,328000,Balikpapan,Kalimantan Timur,42851,GoPay,delivered,,,JNE
ORD000494,CUST0415,2024-01-24,898000,Bekasi,Jawa Barat,12259,GoPay,shipped,,,SiCepat
ORD000495,CUST0327,2024-02-26,107990,Denpasar,Bali,22765,OVO,delivered,WEEKEND25,21010,Anteraja
ORD000496,CUST0776,2024-05-15,1009663,Bekasi,Jawa Barat,12368,Transfer Bank,processing,MEMBER10,47337,Anteraja
ORD000497,CUST0588,2023-01-26,215552,Jakarta,DKI Jakarta,10876,OVO,delivered,FLASHSALE,13448,SiCepat
ORD000498,CUST0595,2023-04-06,233693,Surabaya,Jawa Timur,14335,OVO,delivered,NEWUSER,45307,JNE
ORD000499,CUST0635,2023-03-10,327000,Bandung,Jawa Barat,10711,QRIS,delivered,,,Anteraja
ORD000500,CUST0039,2023-05-13,1101041,Semarang,Jawa Tengah,17612,OVO,processing,FLASHSALE,24959,JNE
ORD000501,CUST0475,2023-05-14,89446,Palembang,Sumatera Selatan,28973,OVO,cancelled,MEMBER10,28554,SiCepat
ORD000502,CUST0730,2022-07-10,828000,Padang,Sumatera Barat,27277,OVO,delivered,,,JNE
ORD000503,CUST0398,2024-08-31,89000,Banjarmasin,Kalimantan Selatan,40321,Transfer Bank,cancelled,,,JNE
ORD000504,CUST0285,2024-02-16,299000,Bekasi,Jawa Barat,11786,Transfer Bank,delivered,,,JNE
ORD000505,CUST0177,2023-03-02,147030,Malang,Jawa Timur,18590,Transfer Bank,delivered,WEEKEND25,31970,SiCepat
ORD000506,CUST0202,2024-07-19,291605,Banjarmasin,Kalimantan Selatan,37343,Kartu Kredit,delivered,SALE2024,37395,J&T
ORD000507,CUST0573,2024-05-23,467000,Bogor,Jawa Barat,11620,GoPay,shipped,,,JNE
ORD000508,CUST0321,2023-05-06,121840,Makassar,Sulawesi Selatan,41896,Transfer Bank,delivered,RAMADAN23,27160,J&T
ORD000509,CUST0689,2023-05-16,764971,Bogor,Jawa Barat,10768,Transfer Bank,delivered,HARI BELANJA,33029,Pos Indonesia
ORD000510,CUST0426,2023-07-28,1376000,Makassar,Sulawesi Selatan,41131,Kartu Kredit,processing,,,J&T
ORD000511,CUST0624,2024-01-05,608000,Balikpapan,Kalimantan Timur,41399,Transfer Bank,processing,,,JNE
ORD000512,CUST0395,2022-04-12,881025,Makassar,Sulawesi Selatan,44455,GoPay,delivered,HARBOLNAS22,35975,JNE
ORD000513,CUST0495,2024-11-07,438000,Manado,Sulawesi Utara,38628,GoPay,processing,,,Anteraja
ORD000514,CUST0487,2025-02-25,213624,Medan,Sumatera Utara,25264,Kartu Kredit,delivered,HARBOLNAS22,35376,SiCepat
ORD000515,CUST0483,2024-10-14,725000,Padang,Sumatera Barat,35136,Kartu Kredit,shipped,,,SiCepat
ORD000516,CUST0023,2024-11-10,456000,Tangerang,Banten,10138,Kartu Kredit,shipped,,,JNE
ORD000517,CUST0412,2024-08-01,1247000,Depok,Jawa Barat,10687,Transfer Bank,delivered,,,JNE
ORD000518,CUST0182,2024-09-27,1365000,Bekasi,Jawa Barat,13641,Kartu Kredit,cancelled,,,J&T
ORD000519,CUST0239,2023-08-24,73292,Jakarta,DKI Jakarta,10186,GoPay,processing,NEWUSER,15708,SiCepat
ORD000520,CUST0691,2024-06-10,222702,Jakarta,DKI Jakarta,10620,OVO,delivered,FLASHSALE,45298,JNE
ORD000521,CUST0450,2023-06-09,937000,Banjarmasin,Kalimantan Selatan,30660,QRIS,delivered,,,J&T
ORD000522,CUST0711,2024-12-03,519536,Bekasi,Jawa Barat,13413,Transfer Bank,delivered,NEWUSER,17464,Anteraja
ORD000523,CUST0352,2024-09-19,178000,Surabaya,Jawa Timur,12843,GoPay,cancelled,,,Anteraja
ORD000524,CUST0794,2022-08-02,49230,Makassar,Sulawesi Selatan,36754,OVO,delivered,RAMADAN23,39770,Anteraja
ORD000525,CUST0164,2023-09-06,517000,Bandung,Jawa Barat,13396,OVO,shipped,,,SiCepat
ORD000526,CUST0594,2025-01-21,299000,Malang,Jawa Timur,19171,Transfer Bank,delivered,,,J&T
ORD000527,CUST0395,2024-03-26,546000,Makassar,Sulawesi Selatan,36421,Transfer Bank,delivered,,,J&T
ORD000528,CUST0200,2024-05-09,1257000,Pontianak,Kalimantan Barat,33342,Kartu Kredit,delivered,,,SiCepat
ORD000529,CUST0084,2023-12-24,1019705,Jakarta,DKI Jakarta,10711,QRIS,delivered,FLASHSALE,26295,JNE
ORD000530,CUST0010,2023-05-19,227144,Manado,Sulawesi Utara,43537,Transfer Bank,shipped,WEEKEND25,30856,SiCepat
ORD000531,CUST0137,2024-12-10,1230071,Surabaya,Jawa Timur,14907,Transfer Bank,processing,HARBOLNAS22,25929,JNE
ORD000532,CUST0410,2024-05-27,12058,Banjarmasin,Kalimantan Selatan,36958,Transfer Bank,delivered,WEEKEND25,36942,SiCepat
ORD000533,CUST0156,2025-01-08,727000,Manado,Sulawesi Utara,38244,GoPay,delivered,,,SiCepat
ORD000534,CUST0683,2025-01-24,785000,Semarang,Jawa Tengah,14101,Transfer Bank,delivered,,,JNE
ORD000535,CUST0583,2024-03-07,478000,Depok,Jawa Barat,13999,QRIS,cancelled,,,Anteraja
ORD000536,CUST0489,2024-07-18,485799,Depok,Jawa Barat,13058,GoPay,delivered,SALE2024,13201,Anteraja
ORD000537,CUST0536,2025-02-20,1137022,Medan,Sumatera Utara,30363,Transfer Bank,delivered,RAMADAN23,28978,JNE
ORD000538,CUST0305,2022-11-23,69000,Semarang,Jawa Tengah,15267,Transfer Bank,shipped,,,SiCepat
ORD000539,CUST0035,2024-12-30,456000,Bogor,Jawa Barat,11783,GoPay,delivered,,,J&T
ORD000540,CUST0034,2024-09-14,619696,Palembang,Sumatera Selatan,32999,GoPay,delivered,SALE2024,25304,SiCepat
ORD000541,CUST0345,2024-01-19,59000,Bogor,Jawa Barat,13507,OVO,processing,,,SiCepat
ORD000542,CUST0796,2024-01-21,560522,Tangerang,Banten,12295,GoPay,cancelled,WEEKEND25,47478,JNE
ORD000543,CUST0342,2025-01-25,380102,Pontianak,Kalimantan Barat,40001,OVO,processing,MEMBER10,17898,SiCepat
ORD000544,CUST0728,2023-04-03,164198,Malang,Jawa Timur,17949,OVO,delivered,SALE2024,14802,J&T
ORD000545,CUST0509,2025-02-02,258000,Manado,Sulawesi Utara,33411,Kartu Kredit,processing,,,JNE
ORD000546,CUST0598,2024-02-19,338000,Depok,Jawa Barat,12967,Transfer Bank,delivered,,,JNE
ORD000547,CUST0001,2024-08-14,1006000,Semarang,Jawa Tengah,16378,GoPay,delivered,,,JNE
ORD000548,CUST0645,2022-12-18,527000,Tangerang,Banten,9735,GoPay,delivered,,,SiCepat
ORD000549,CUST0076,2024-06-17,49000,Tangerang,Banten,11837,GoPay,delivered,,,SiCepat
ORD000550,CUST0635,2023-06-08,179000,Semarang,Jawa Tengah,12958,QRIS,delivered,,,J&T
ORD000551,CUST0013,2024-06-29,838428,Makassar,Sulawesi Selatan,38840,Transfer Bank,delivered,NEWUSER,48572,SiCepat
ORD000552,CUST0392,2023-03-25,329000,Surabaya,Jawa Timur,13954,GoPay,cancelled,,,J&T
ORD000553,CUST0022,2024-09-18,748340,Surabaya,Jawa Timur,15209,GoPay,shipped,WEEKEND25,18660,J&T
ORD000554,CUST0205,2022-04-20,179000,Malang,Jawa Timur,16159,Kartu Kredit,delivered,,,J&T
ORD000555,CUST0620,2024-01-20,428000,Yogyakarta,DI Yogyakarta,18566,OVO,delivered,,,SiCepat
ORD000556,CUST0149,2024-07-04,119000,Padang,Sumatera Barat,32800,Transfer Bank,delivered,,,JNE
ORD000557,CUST0115,2024-07-02,299000,Malang,Jawa Timur,17725,Kartu Kredit,shipped,,,JNE
ORD000558,CUST0008,2023-05-12,551018,Denpasar,Bali,24854,GoPay,shipped,FLASHSALE,25982,SiCepat
ORD000559,CUST0591,2023-08-26,477000,Pekanbaru,Riau,28687,Transfer Bank,delivered,,,JNE
ORD000560,CUST0142,2024-02-24,898000,Pontianak,Kalimantan Barat,28269,Transfer Bank,delivered,,,J&T
ORD000561,CUST0050,2023-01-13,470569,Padang,Sumatera Barat,30491,GoPay,delivered,WEEKEND25,27431,JNE
ORD000562,CUST0009,2024-10-04,107473,Semarang,Jawa Tengah,13772,OVO,delivered,SALE2024,11527,Pos Indonesia
ORD000563,CUST0623,2023-03-23,299000,Manado,Sulawesi Utara,39537,Kartu Kredit,delivered,,,SiCepat
ORD000564,CUST0402,2022-10-23,445127,Banjarmasin,Kalimantan Selatan,28704,Transfer Bank,returned,SALE2024,12873,J&T
ORD000565,CUST0327,2023-09-20,183306,Denpasar,Bali,24674,QRIS,delivered,FLASHSALE,44694,JNE
ORD000566,CUST0217,2023-05-25,449000,Denpasar,Bali,26654,Transfer Bank,delivered,,,SiCepat
ORD000567,CUST0323,2024-07-01,218000,Tangerang,Banten,12345,Transfer Bank,delivered,,,JNE
ORD000568,CUST0776,2023-07-01,687000,Bekasi,Jawa Barat,11894,Kartu Kredit,delivered,,,J&T
ORD000569,CUST0070,2023-11-24,327254,Balikpapan,Kalimantan Timur,31477,GoPay,processing,SALE2024,21746,J&T
ORD000570,CUST0262,2023-04-08,446000,Medan,Sumatera Utara,30039,GoPay,delivered,,,SiCepat
ORD000571,CUST0598,2022-12-15,1081550,Depok,Jawa Barat,9654,Kartu Kredit,cancelled,FLASHSALE,35450,SiCepat
ORD000572,CUST0127,2024-04-29,199000,Depok,Jawa Barat,13974,GoPay,shipped,,,J&T
ORD000573,CUST0791,2023-04-24,527586,Semarang,Jawa Tengah,15883,Kartu Kredit,delivered,NEWUSER,19414,JNE
ORD000574,CUST0707,2024-12-16,549000,Medan,Sumatera Utara,36183,Transfer Bank,delivered,,,Anteraja
ORD000575,CUST0137,2023-03-27,374331,Surabaya,Jawa Timur,15769,GoPay,cancelled,SALE2024,24669,SiCepat
ORD000576,CUST0739,2024-06-21,599000,Bekasi,Jawa Barat,10119,Transfer Bank,delivered,,,J&T
ORD000577,CUST0234,2024-03-17,987000,Pontianak,Kalimantan Barat,30265,Transfer Bank,delivered,,,SiCepat
ORD000578,CUST0340,2024-02-11,129000,Bekasi,Jawa Barat,10039,Kartu Kredit,delivered,,,Anteraja
ORD000579,CUST0207,2024-04-04,329000,Surabaya,Jawa Timur,17870,Kartu Kredit,processing,,,Pos Indonesia
ORD000580,CUST0641,2024-03-30,42668,Medan,Sumatera Utara,32362,GoPay,delivered,WEEKEND25,36332,Anteraja
ORD000581,CUST0306,2024-01-30,179000,Jakarta,DKI Jakarta,8849,OVO,delivered,,,J&T
ORD000582,CUST0312,2022-05-03,299000,Tangerang,Banten,9307,OVO,processing,,,JNE
ORD000583,CUST0445,2023-06-17,1016000,Makassar,Sulawesi Selatan,37429,GoPay,delivered,,,Anteraja
ORD000584,CUST0679,2025-02-26,400526,Padang,Sumatera Barat,30744,OVO,delivered,NEWUSER,48474,J&T
ORD000585,CUST0716,2024-11-16,308000,Yogyakarta,DI Yogyakarta,19870,GoPay,delivered,,,Pos Indonesia
ORD000586,CUST0323,2024-01-28,314031,Tangerang,Banten,10700,Transfer Bank,delivered,MEMBER10,34969,Anteraja
ORD000587,CUST0104,2022-03-23,716933,Jakarta,DKI Jakarta,10883,QRIS,delivered,MEMBER10,11067,SiCepat
ORD000588,CUST0005,2024-03-22,457000,Bekasi,Jawa Barat,10338,Transfer Bank,delivered,,,J&T
ORD000589,CUST0166,2023-12-15,349000,Tangerang,Banten,13027,Transfer Bank,delivered,,,J&T
ORD000590,CUST0560,2024-01-11,462733,Semarang,Jawa Tengah,14376,Transfer Bank,delivered,FLASHSALE,36267,J&T
ORD000591,CUST0314,2023-10-20,329000,Medan,Sumatera Utara,39251,QRIS,delivered,,,SiCepat
ORD000592,CUST0581,2024-07-07,181387,Balikpapan,Kalimantan Timur,33955,QRIS,cancelled,HARBOLNAS22,47613,Anteraja
ORD000593,CUST0145,2023-07-13,34742,Manado,Sulawesi Utara,33621,GoPay,delivered,HARI BELANJA,44258,J&T
ORD000594,CUST0409,2023-06-29,199000,Bekasi,Jawa Barat,9818,QRIS,delivered,,,J&T
ORD000595,CUST0346,2024-07-26,69173,Medan,Sumatera Utara,27175,Transfer Bank,delivered,MEMBER10,29827,JNE
ORD000596,CUST0267,2022-09-19,498000,Bekasi,Jawa Barat,11425,Transfer Bank,processing,,,SiCepat
ORD000597,CUST0018,2024-04-27,831401,Manado,Sulawesi Utara,39699,Kartu Kredit,shipped,NEWUSER,43599,J&T
ORD000598,CUST0659,2023-03-02,280735,Palembang,Sumatera Selatan,27452,OVO,delivered,HARBOLNAS22,48265,SiCepat
ORD000599,CUST0789,2023-02-27,629823,Palembang,Sumatera Selatan,31771,GoPay,processing,MEMBER10,17177,SiCepat
ORD000600,CUST0215,2023-10-09,168000,Banjarmasin,Kalimantan Selatan,32895,GoPay,delivered,,,JNE
ORD000601,CUST0587,2023-11-21,568288,Manado,Sulawesi Utara,36115,OVO,cancelled,MEMBER10,27712,J&T
ORD000602,CUST0151,2024-01-26,59000,Bekasi,Jawa Barat,9737,GoPay,delivered,,,Pos Indonesia
ORD000603,CUST0018,2023-05-05,89000,Manado,Sulawesi Utara,33578,OVO,delivered,,,J&T
ORD000604,CUST0117,2024-02-17,1130052,Denpasar,Bali,31251,GoPay,delivered,MEMBER10,16948,JNE
ORD000605,CUST0585,2023-04-21,149000,Makassar,Sulawesi Selatan,32757,QRIS,delivered,,,SiCepat
ORD000606,CUST0287,2023-07-27,398000,Denpasar,Bali,28459,Transfer Bank,processing,,,J&T
ORD000607,CUST0658,2025-01-12,59000,Banjarmasin,Kalimantan Selatan,41303,GoPay,cancelled,,,SiCepat
ORD000608,CUST0391,2024-06-19,377000,Pontianak,Kalimantan Barat,38204,GoPay,processing,,,Anteraja
ORD000609,CUST0515,2025-01-05,896000,Palembang,Sumatera Selatan,29725,OVO,delivered,,,JNE
ORD000610,CUST0643,2024-01-22,350115,Denpasar,Bali,27635,QRIS,delivered,NEWUSER,48885,SiCepat
ORD000611,CUST0538,2022-09-18,399000,Depok,Jawa Barat,9325,Kartu Kredit,shipped,,,J&T
ORD000612,CUST0060,2024-05-12,828000,Pekanbaru,Riau,31970,Kartu Kredit,shipped,,,JNE
ORD000613,CUST0538,2022-03-31,1356000,Depok,Jawa Barat,12923,GoPay,delivered,,,J&T
ORD000614,CUST0648,2024-12-03,1324260,Balikpapan,Kalimantan Timur,43226,GoPay,delivered,SALE2024,11740,J&T
ORD000615,CUST0665,2024-01-30,1000,Surabaya,Jawa Timur,17859,Kartu Kredit,returned,SALE2024,48000,JNE
ORD000616,CUST0569,2022-09-20,99000,Palembang,Sumatera Selatan,26503,QRIS,delivered,,,Anteraja
ORD000617,CUST0048,2023-06-02,559017,Pekanbaru,Riau,27372,GoPay,shipped,HARI BELANJA,38983,Anteraja
ORD000618,CUST0242,2024-03-27,717000,Semarang,Jawa Tengah,12820,GoPay,delivered,,,JNE
ORD000619,CUST0692,2024-04-17,998000,Depok,Jawa Barat,11295,Transfer Bank,delivered,,,Pos Indonesia
ORD000620,CUST0053,2024-12-04,59000,Malang,Jawa Timur,21669,Transfer Bank,shipped,,,J&T
ORD000621,CUST0333,2024-07-27,666000,Balikpapan,Kalimantan Timur,39858,Transfer Bank,delivered,,,SiCepat
ORD000622,CUST0797,2024-06-14,558000,Banjarmasin,Kalimantan Selatan,32315,GoPay,delivered,,,SiCepat
ORD000623,CUST0438,2025-01-03,1547586,Surabaya,Jawa Timur,13103,OVO,delivered,SALE2024,49414,SiCepat
ORD000624,CUST0721,2024-11-15,956274,Tangerang,Banten,13170,GoPay,delivered,MEMBER10,20726,SiCepat
ORD000625,CUST0233,2023-05-03,199000,Manado,Sulawesi Utara,44064,GoPay,delivered,,,SiCepat
ORD000626,CUST0025,2025-01-10,650454,Pekanbaru,Riau,28296,Kartu Kredit,shipped,HARI BELANJA,27546,J&T
ORD000627,CUST0759,2025-01-14,99000,Malang,Jawa Timur,14024,GoPay,cancelled,,,Anteraja
ORD000628,CUST0662,2024-05-29,157094,Palembang,Sumatera Selatan,34906,Kartu Kredit,processing,NEWUSER,41906,SiCepat
ORD000629,CUST0461,2023-12-05,420164,Bekasi,Jawa Barat,10027,GoPay,delivered,SALE2024,37836,SiCepat
ORD000630,CUST0650,2023-12-01,248000,Yogyakarta,DI Yogyakarta,18290,OVO,shipped,,,JNE
ORD000631,CUST0387,2025-02-14,149000,Jakarta,DKI Jakarta,8571,QRIS,shipped,,,Anteraja
ORD000632,CUST0132,2022-12-08,511854,Depok,Jawa Barat,13820,GoPay,delivered,HARBOLNAS22,16146,Pos Indonesia
ORD000633,CUST0486,2024-10-03,129000,Yogyakarta,DI Yogyakarta,18207,GoPay,processing,,,JNE
ORD000634,CUST0359,2022-05-28,210596,Bekasi,Jawa Barat,11953,GoPay,delivered,HARI BELANJA,18404,Anteraja
ORD000635,CUST0389,2023-10-19,637000,Pontianak,Kalimantan Barat,33844,OVO,shipped,,,Anteraja
ORD000636,CUST0450,2023-05-26,698000,Bandung,Jawa Barat,14979,Transfer Bank,delivered,,,Anteraja
ORD000637,CUST0352,2022-12-07,279000,Denpasar,Bali,24727,QRIS,delivered,,,J&T
ORD000638,CUST0587,2022-08-25,378000,Malang,Jawa Timur,15912,Transfer Bank,cancelled,,,JNE
ORD000639,CUST0153,2023-02-09,199000,Pontianak,Kalimantan Barat,37639,GoPay,delivered,,,J&T
ORD000640,CUST0297,2022-06-10,258000,Banjarmasin,Kalimantan Selatan,36119,OVO,delivered,,,J&T
ORD000641,CUST0062,2022-12-18,279000,Padang,Sumatera Barat,27984,Transfer Bank,delivered,,,JNE
ORD000642,CUST0548,2023-11-04,310555,Jakarta,DKI Jakarta,9990,Kartu Kredit,delivered,MEMBER10,18445,J&T
ORD000643,CUST0339,2024-01-14,375256,Semarang,Jawa Tengah,17338,Kartu Kredit,delivered,MEMBER10,21744,J&T
ORD000644,CUST0724,2024-01-13,275947,Surabaya,Jawa Timur,13512,Transfer Bank,delivered,MEMBER10,20053,J&T
ORD000645,CUST0028,2023-08-02,40564,Pontianak,Kalimantan Barat,29235,Transfer Bank,shipped,SALE2024,18436,J&T
ORD000646,CUST0139,2024-05-02,93051,Bekasi,Jawa Barat,11617,Transfer Bank,returned,HARBOLNAS22,14949,JNE
ORD000647,CUST0117,2024-05-18,329000,Manado,Sulawesi Utara,35663,OVO,delivered,,,SiCepat
ORD000648,CUST0220,2023-12-20,19062,Medan,Sumatera Utara,38638,Kartu Kredit,shipped,MEMBER10,49938,J&T
ORD000649,CUST0454,2023-01-06,1155966,Makassar,Sulawesi Selatan,38388,GoPay,delivered,HARI BELANJA,41034,JNE
ORD000650,CUST0641,2025-01-09,517000,Medan,Sumatera Utara,34013,OVO,delivered,,,SiCepat
ORD000651,CUST0380,2024-10-28,157020,Malang,Jawa Timur,17997,Kartu Kredit,delivered,MEMBER10,40980,JNE
ORD000652,CUST0379,2023-07-28,867000,Pontianak,Kalimantan Barat,34076,Transfer Bank,cancelled,,,SiCepat
ORD000653,CUST0717,2025-01-25,458000,Palembang,Sumatera Selatan,34548,OVO,cancelled,,,SiCepat
ORD000654,CUST0398,2023-10-05,344074,Banjarmasin,Kalimantan Selatan,33550,GoPay,delivered,MEMBER10,23926,J&T
ORD000655,CUST0676,2023-09-11,329000,Yogyakarta,DI Yogyakarta,16515,Transfer Bank,delivered,,,J&T
ORD000656,CUST0605,2024-10-20,756000,Tangerang,Banten,13475,Kartu Kredit,delivered,,,JNE
ORD000657,CUST0091,2022-01-16,897000,Pekanbaru,Riau,24143,GoPay,delivered,,,JNE
ORD000658,CUST0729,2022-03-13,242992,Malang,Jawa Timur,18700,Transfer Bank,delivered,HARI BELANJA,36008,JNE
ORD000659,CUST0189,2023-05-27,1107000,Tangerang,Banten,13736,QRIS,shipped,,,J&T
ORD000660,CUST0472,2022-10-28,761205,Malang,Jawa Timur,14092,Transfer Bank,processing,HARI BELANJA,15795,JNE
ORD000661,CUST0636,2023-11-01,481556,Yogyakarta,DI Yogyakarta,17511,Transfer Bank,delivered,HARBOLNAS22,17444,SiCepat
ORD000662,CUST0411,2024-04-19,495410,Surabaya,Jawa Timur,17991,OVO,processing,WEEKEND25,41590,JNE
ORD000663,CUST0673,2024-11-09,795000,Makassar,Sulawesi Selatan,31644,Transfer Bank,processing,,,J&T
ORD000664,CUST0222,2022-05-30,298000,Manado,Sulawesi Utara,33699,GoPay,returned,,,J&T
ORD000665,CUST0166,2024-01-05,579006,Tangerang,Banten,12417,Kartu Kredit,cancelled,SALE2024,17994,J&T
ORD000666,CUST0789,2023-09-29,49000,Palembang,Sumatera Selatan,27392,GoPay,delivered,,,JNE
ORD000667,CUST0713,2023-11-04,179000,Depok,Jawa Barat,13847,Transfer Bank,cancelled,,,J&T
ORD000668,CUST0089,2024-02-07,1446000,Medan,Sumatera Utara,34551,OVO,cancelled,,,SiCepat
ORD000669,CUST0297,2022-03-27,664711,Banjarmasin,Kalimantan Selatan,41944,OVO,delivered,WEEKEND25,22289,Anteraja
ORD000670,CUST0620,2022-09-26,572011,Surabaya,Jawa Timur,17219,GoPay,shipped,HARBOLNAS22,14989,JNE
ORD000671,CUST0728,2023-06-07,249000,Malang,Jawa Timur,17366,OVO,delivered,,,SiCepat
ORD000672,CUST0346,2023-06-06,378000,Medan,Sumatera Utara,33140,OVO,cancelled,,,JNE
ORD000673,CUST0598,2024-12-20,387000,Depok,Jawa Barat,13306,QRIS,delivered,,,J&T
ORD000674,CUST0060,2022-02-19,75927,Bekasi,Jawa Barat,12544,GoPay,cancelled,SALE2024,22073,Anteraja
ORD000675,CUST0460,2024-02-15,898000,Jakarta,DKI Jakarta,9655,Transfer Bank,shipped,,,J&T
ORD000676,CUST0680,2022-05-28,757000,Denpasar,Bali,21822,Kartu Kredit,delivered,,,SiCepat
ORD000677,CUST0797,2024-01-01,1179024,Bogor,Jawa Barat,13351,GoPay,delivered,RAMADAN23,17976,JNE
ORD000678,CUST0360,2024-11-06,284528,Semarang,Jawa Tengah,13170,OVO,delivered,SALE2024,44472,J&T
ORD000679,CUST0198,2023-10-19,1120861,Malang,Jawa Timur,14261,Transfer Bank,delivered,RAMADAN23,26139,SiCepat
ORD000680,CUST0356,2024-06-07,288000,Depok,Jawa Barat,12629,QRIS,delivered,,,SiCepat
ORD000681,CUST0369,2025-01-20,420941,Pekanbaru,Riau,30588,Transfer Bank,delivered,MEMBER10,15059,J&T
ORD000682,CUST0628,2023-03-26,451916,Jakarta,DKI Jakarta,11116,QRIS,cancelled,SALE2024,46084,JNE
ORD000683,CUST0038,2023-11-17,449000,Bekasi,Jawa Barat,13999,Transfer Bank,delivered,,,SiCepat
ORD000684,CUST0690,2025-02-18,956000,Padang,Sumatera Barat,25890,OVO,delivered,,,SiCepat
ORD000685,CUST0413,2024-01-11,218000,Balikpapan,Kalimantan Timur,35294,QRIS,cancelled,,,SiCepat
ORD000686,CUST0755,2022-07-20,740451,Manado,Sulawesi Utara,42446,Transfer Bank,delivered,FLASHSALE,37549,Anteraja
ORD000687,CUST0471,2023-08-25,138000,Bandung,Jawa Barat,13637,Kartu Kredit,delivered,,,J&T
ORD000688,CUST0574,2022-10-29,89618,Padang,Sumatera Barat,26293,GoPay,shipped,WEEKEND25,29382,J&T
ORD000689,CUST0276,2023-08-28,66909,Bekasi,Jawa Barat,9074,GoPay,shipped,HARBOLNAS22,12091,JNE
