product_id,name,category,sub_category,price_idr,stock,brand,material,avg_rating
PRD248,Celana Jogger Riang Apparel,Celana,Bawahan Wanita,299000,284,Riang Apparel,Rayon,4.3
PRD249,Syal Rajut BajuKita,Aksesoris,Aksesoris,449000,9,BajuKita,Cotton-Polyester,4.8
PRD250,Jaket Varsity NusaBrand,Jaket,Outwear,149000,92,NusaBrand,Rayon,4.2
PRD251,Pants Wide Leg Tropika Style,Pants,Bawahan Wanita,129000,139,Tropika Style,Cotton Combed 30s,3.8
PRD252,Dompet Kulit Ratu Mode,Accessories,Aksesoris,49000,33,Ratu Mode,Cotton Combed 30s,4.5
PRD253,Celana Jogger Ratu Mode,Celana,Bawahan Wanita,399000,0,Ratu Mode,Cotton 100%,3.9
PRD254,Kemeja Flanel Senja Wear,Kemeja,Atasan Pria,299000,158,Senja Wear,Cotton 100%,4.5
PRD255,Celana Jogger Ratu Mode,Pants,Bawahan Wanita,179000,200,Ratu Mode,Drill,3.6
PRD256,Dress Maxi Polos Kanvas Lokal,Dress,Atasan Wanita,49000,171,Kanvas Lokal,Cotton Combed 30s,4.1
PRD257,Jaket Bomber Tropika Style,Jacket,Outwear,59000,32,Tropika Style,Cotton Combed 30s,3.6
PRD258,Kacamata Hitam Kanvas Lokal,Aksesoris,Aksesoris,129000,39,Kanvas Lokal,Twill,4.7
PRD259,Dress Midi Floral NusaBrand,Dress,Atasan Wanita,599000,57,NusaBrand,Twill,3.8
PRD260,Celana Jogger Pesona Indo,Pants,Bawahan Pria,79000,45,Pesona Indo,Katun Bambu,3.9
PRD261,Kemeja Batik Kanvas Lokal,Kemeja,Atasan Wanita,279000,8,Kanvas Lokal,Katun Bambu,3.9
PRD262,Dress Midi Floral Senja Wear,Dress,Atasan Wanita,99000,498,Senja Wear,Linen,4.6
PRD263,Tas Selempang BajuKita,Aksesoris,Aksesoris,89000,194,BajuKita,Rayon,4.7
PRD264,Dress Bodycon Cendana Co,Dress,Atasan Wanita,79000,27,Cendana Co,Twill,4.6
PRD265,T-Shirt Graphic Kanvas Lokal,Kaos,Atasan Pria,329000,324,Kanvas Lokal,Polyester,3.7
PRD266,Kemeja Casual Ratu Mode,Kemeja,Atasan Pria,299000,189,Ratu Mode,Katun Bambu,3.6
PRD267,Topi Baseball Cendana Co,Aksesoris,Aksesoris,59000,15,Cendana Co,Cotton-Polyester,3.5
PRD268,Kaos Polos Basic Cendana Co,T-Shirt,Atasan Pria,599000,0,Cendana Co,Polyester,4.0
PRD269,Kemeja Oxford Riang Apparel,kemeja,Atasan Pria,329000,31,Riang Apparel,Twill,4.5
PRD270,Jacket Coach BajuKita,Jaket,Outwear,349000,67,BajuKita,Cotton Combed 30s,4.3
PRD271,Kemeja Casual Kanvas Lokal,Shirt,Atasan Wanita,129000,154,Kanvas Lokal,Cotton 100%,4.8
PRD272,Dress Bodycon Kanvas Lokal,Dress,Atasan Wanita,249000,107,Kanvas Lokal,Twill,4.8
PRD273,Syal Rajut Cendana Co,Aksesoris,Aksesoris,179000,69,Cendana Co,Cotton-Polyester,3.6
PRD274,Kaos Striped NusaBrand,T-Shirt,Atasan Pria,229000,150,NusaBrand,Rayon,4.0
PRD275,Jaket Parasut Cendana Co,Jacket,Outwear,329000,486,Cendana Co,Drill,4.4
PRD276,Jaket Hoodie SandangIndo,Jaket,Outwear,329000,186,SandangIndo,Cotton Combed 30s,3.9
PRD277,Pants Wide Leg Cendana Co,Pants,Bawahan Wanita,129000,132,Cendana Co,Rayon,5.0
PRD278,Shirt Slim Fit Senja Wear,kemeja,Atasan Wanita,499000,271,Senja Wear,Denim,3.8
PRD279,Tas Selempang Riang Apparel,Accessories,Aksesoris,449000,94,Riang Apparel,Denim,4.5
PRD280,Kemeja Oxford Riang Apparel,Shirt,Atasan Wanita,229000,150,Riang Apparel,Drill,4.2
PRD281,Pants Wide Leg SandangIndo,Celana,Bawahan Wanita,149000,481,SandangIndo,Cotton 100%,3.6
PRD282,Pants Wide Leg Pesona Indo,Pants,Bawahan Wanita,149000,33,Pesona Indo,Cotton 100%,5.0
PRD283,Kacamata Hitam Tropika Style,Accessories,Aksesoris,249000,21,Tropika Style,Rayon,4.6
PRD284,T-Shirt Graphic SandangIndo,Kaos,Atasan Pria,399000,118,SandangIndo,Cotton-Polyester,3.8
PRD285,Topi Baseball Kanvas Lokal,Aksesoris,Aksesoris,499000,120,Kanvas Lokal,Linen,3.8
PRD286,Jacket Denim BajuKita,Jacket,Outwear,49000,199,BajuKita,Polyester,4.7
PRD287,Dress Mini Casual SandangIndo,Dress,Atasan Wanita,449000,48,SandangIndo,Linen,4.8
PRD288,Kemeja Batik BajuKita,Kemeja,Atasan Wanita,99000,0,BajuKita,Denim,4.2
PRD289,Jacket Denim Ratu Mode,Jacket,Outwear,79000,154,Ratu Mode,Cotton-Polyester,4.8
PRD290,Dress Mini Casual Riang Apparel,Dress,Atasan Wanita,279000,0,Riang Apparel,Twill,4.4
PRD291,Dress Mini Casual SandangIndo,Dress,Atasan Wanita,499000,146,SandangIndo,Linen,3.8
PRD292,Celana Jeans Slim Senja Wear,Pants,Bawahan Wanita,129000,170,Senja Wear,Drill,3.9
PRD293,Dompet Kulit NusaBrand,Aksesoris,Aksesoris,249000,138,NusaBrand,Katun Bambu,4.2
PRD294,Dress Wrap Senja Wear,dress,Atasan Wanita,229000,387,Senja Wear,,4.2
PRD295,Kemeja Flanel Tropika Style,Kemeja,Atasan Pria,229000,108,Tropika Style,Polyester,3.6
PRD296,Topi Baseball Cendana Co,Aksesoris,Aksesoris,149000,29,Cendana Co,Cotton-Polyester,3.9
PRD297,Shirt Slim Fit BajuKita,Kemeja,Atasan Wanita,349000,109,BajuKita,Drill,4.5
PRD298,Syal Rajut Riang Apparel,Aksesoris,Aksesoris,279000,208,Riang Apparel,Linen,4.4
PRD299,T-Shirt Graphic BajuKita,Kaos,Atasan Pria,399000,168,BajuKita,Polyester,3.7
PRD300,Shirt Slim Fit BajuKita,Kemeja,Atasan Pria,149000,55,BajuKita,Cotton 100%,4.1
