item_id,order_id,product_id,quantity,unit_price_idr,subtotal_idr
ITM001152,ORD000693,PRD068,1,129000,129000
ITM001153,ORD000693,PRD014,1,449000,449000
ITM001154,ORD000694,PRD203,2,59000,118000
ITM001155,ORD000694,PRD114,2,199000,398000
ITM001156,ORD000694,PRD065,3,249000,747000
ITM001157,ORD000695,PRD025,1,59000,59000
ITM001158,ORD000695,PRD055,1,129000,129000
ITM001159,ORD000696,PRD193,1,179000,179000
ITM001160,ORD000697,PRD231,1,179000,179000
ITM001161,ORD000698,PRD198,1,149000,149000
ITM001162,ORD000699,PRD061,2,599000,1198000
ITM001163,ORD000699,PRD152,1,59000,59000
ITM001164,ORD000700,PRD091,1,69000,69000
ITM001165,ORD000701,PRD029,1,499000,499000
ITM001166,ORD000702,PRD245,1,129000,129000
ITM001167,ORD000702,PRD219,1,229000,229000
ITM001168,ORD000703,PRD255,1,179000,179000
ITM001169,ORD000704,PRD290,2,279000,558000
ITM001170,ORD000704,PRD077,1,329000,329000
ITM001171,ORD000705,PRD275,1,329000,329000
ITM001172,ORD000705,PRD133,1,399000,399000
ITM001173,ORD000706,PRD016,2,89000,178000
ITM001174,ORD000706,PRD199,1,69000,69000
ITM001175,ORD000707,PRD144,1,59000,59000
ITM001176,ORD000708,PRD219,1,229000,229000
ITM001177,ORD000708,PRD082,2,229000,458000
ITM001178,ORD000709,PRD291,1,499000,499000
ITM001179,ORD000710,PRD119,1,279000,279000
ITM001180,ORD000711,PRD191,2,49000,98000
ITM001181,ORD000712,PRD071,1,99000,99000
ITM001182,ORD000713,PRD074,2,449000,898000
ITM001183,ORD000714,PRD209,1,249000,249000
ITM001184,ORD000715,PRD026,1,179000,179000
ITM001185,ORD000715,PRD266,1,299000,299000
ITM001186,ORD000715,PRD150,1,89000,89000
ITM001187,ORD000716,PRD208,1,329000,329000
ITM001188,ORD000716,PRD256,1,49000,49000
ITM001189,ORD000717,PRD013,3,149000,447000
ITM001190,ORD000717,PRD288,2,99000,198000
ITM001191,ORD000718,PRD001,1,599000,599000
ITM001192,ORD000718,PRD040,1,449000,449000
ITM001193,ORD000719,PRD019,1,119000,119000
ITM001194,ORD000719,PRD147,1,349000,349000
ITM001195,ORD000720,PRD053,1,49000,49000
ITM001196,ORD000720,PRD141,1,449000,449000
ITM001197,ORD000721,PRD057,1,299000,299000
ITM001198,ORD000722,PRD287,1,449000,449000
ITM001199,ORD000722,PRD105,1,199000,199000
ITM001200,ORD000723,PRD267,1,59000,59000
ITM001201,ORD000724,PRD179,1,399000,399000
ITM001202,ORD000724,PRD217,1,129000,129000
ITM001203,ORD000725,PRD073,1,79000,79000
ITM001204,ORD000726,PRD107,2,399000,798000
ITM001205,ORD000726,PRD003,2,349000,698000
ITM001206,ORD000727,PRD036,1,299000,299000
ITM001207,ORD000728,PRD098,1,299000,299000
ITM001208,ORD000728,PRD004,1,199000,199000
ITM001209,ORD000729,PRD244,1,49000,49000
ITM001210,ORD000730,PRD001,2,599000,1198000
ITM001211,ORD000731,PRD027,1,229000,229000
ITM001212,ORD000731,PRD179,1,399000,399000
ITM001213,ORD000732,PRD297,1,349000,349000
ITM001214,ORD000733,PRD194,2,119000,238000
ITM001215,ORD000733,PRD269,1,329000,329000
ITM001216,ORD000734,PRD101,1,279000,279000
ITM001217,ORD000734,PRD235,3,59000,177000
ITM001218,ORD000735,PRD026,2,179000,358000
ITM001219,ORD000736,PRD017,1,149000,149000
ITM001220,ORD000737,PRD252,2,49000,98000
ITM001221,ORD000738,PRD212,2,499000,998000
ITM001222,ORD000738,PRD199,1,69000,69000
ITM001223,ORD000739,PRD202,1,249000,249000
ITM001224,ORD000740,PRD194,1,119000,119000
ITM001225,ORD000740,PRD009,1,499000,499000
ITM001226,ORD000741,PRD121,1,89000,89000
ITM001227,ORD000742,PRD020,1,59000,59000
ITM001228,ORD000743,PRD023,1,149000,149000
ITM001229,ORD000743,PRD089,3,149000,447000
ITM001230,ORD000744,PRD228,1,399000,399000
ITM001231,ORD000744,PRD214,1,549000,549000
ITM001232,ORD000745,PRD179,1,399000,399000
ITM001233,ORD000745,PRD293,1,249000,249000
ITM001234,ORD000746,PRD179,1,399000,399000
ITM001235,ORD000747,PRD072,1,129000,129000
ITM001236,ORD000748,PRD054,2,549000,1098000
ITM001237,ORD000748,PRD208,1,329000,329000
ITM001238,ORD000749,PRD222,2,179000,358000
ITM001239,ORD000749,PRD279,1,449000,449000
ITM001240,ORD000749,PRD270,1,349000,349000
ITM001241,ORD000750,PRD264,2,79000,158000
ITM001242,ORD000751,PRD276,3,329000,987000
ITM001243,ORD000752,PRD166,3,549000,1647000
ITM001244,ORD000753,PRD038,2,299000,598000
ITM001245,ORD000754,PRD072,1,129000,129000
ITM001246,ORD000754,PRD181,1,279000,279000
ITM001247,ORD000754,PRD203,1,59000,59000
ITM001248,ORD000755,PRD093,1,279000,279000
ITM001249,ORD000756,PRD077,1,329000,329000
ITM001250,ORD000757,PRD209,1,249000,249000
ITM001251,ORD000757,PRD108,1,229000,229000
ITM001252,ORD000757,PRD061,1,599000,599000
ITM001253,ORD000758,PRD232,1,49000,49000
ITM001254,ORD000758,PRD187,2,49000,98000
ITM001255,ORD000759,PRD209,1,249000,249000
ITM001256,ORD000760,PRD034,1,279000,279000
ITM001257,ORD000761,PRD288,1,99000,99000
ITM001258,ORD000761,PRD118,2,349000,698000
ITM001259,ORD000762,PRD016,2,89000,178000
ITM001260,ORD000763,PRD288,1,99000,99000
ITM001261,ORD000763,PRD112,1,249000,249000
ITM001262,ORD000764,PRD017,1,149000,149000
ITM001263,ORD000765,PRD101,1,279000,279000
ITM001264,ORD000765,PRD291,1,499000,499000
ITM001265,ORD000766,PRD180,1,279000,279000
ITM001266,ORD000767,PRD238,1,499000,499000
ITM001267,ORD000768,PRD052,1,399000,399000
ITM001268,ORD000769,PRD094,1,89000,89000
ITM001269,ORD000769,PRD177,1,449000,449000
ITM001270,ORD000770,PRD042,1,449000,449000
ITM001271,ORD000770,PRD300,1,149000,149000
ITM001272,ORD000770,PRD119,1,279000,279000
ITM001273,ORD000771,PRD096,1,69000,69000
ITM001274,ORD000772,PRD086,2,329000,658000
ITM001275,ORD000772,PRD218,1,199000,199000
ITM001276,ORD000772,PRD132,1,229000,229000
ITM001277,ORD000773,PRD221,1,119000,119000
ITM001278,ORD000774,PRD277,1,129000,129000
ITM001279,ORD000775,PRD118,2,349000,698000
ITM001280,ORD000776,PRD190,1,129000,129000
ITM001281,ORD000777,PRD190,1,129000,129000
ITM001282,ORD000778,PRD267,1,59000,59000
ITM001283,ORD000778,PRD104,2,229000,458000
ITM001284,ORD000778,PRD154,1,119000,119000
ITM001285,ORD000779,PRD076,1,199000,199000
ITM001286,ORD000780,PRD043,1,149000,149000
ITM001287,ORD000781,PRD227,1,99000,99000
ITM001288,ORD000781,PRD112,1,249000,249000
ITM001289,ORD000782,PRD042,1,449000,449000
ITM001290,ORD000782,PRD192,1,229000,229000
ITM001291,ORD000782,PRD101,1,279000,279000
ITM001292,ORD000783,PRD159,1,89000,89000
ITM001293,ORD000783,PRD178,1,249000,249000
ITM001294,ORD000783,PRD029,1,499000,499000
ITM001295,ORD000784,PRD179,1,399000,399000
ITM001296,ORD000784,PRD153,1,179000,179000
ITM001297,ORD000785,PRD037,1,149000,149000
ITM001298,ORD000786,PRD281,1,149000,149000
ITM001299,ORD000786,PRD087,1,399000,399000
ITM001300,ORD000787,PRD045,3,49000,147000
ITM001301,ORD000787,PRD246,1,399000,399000
ITM001302,ORD000788,PRD042,1,449000,449000
ITM001303,ORD000789,PRD273,1,179000,179000
ITM001304,ORD000789,PRD165,1,129000,129000
ITM001305,ORD000790,PRD242,1,449000,449000
ITM001306,ORD000791,PRD257,2,59000,118000
ITM001307,ORD000791,PRD213,2,199000,398000
ITM001308,ORD000792,PRD051,1,399000,399000
ITM001309,ORD000793,PRD148,3,449000,1347000
ITM001310,ORD000793,PRD195,1,149000,149000
ITM001311,ORD000794,PRD050,1,89000,89000
ITM001312,ORD000795,PRD014,2,449000,898000
ITM001313,ORD000796,PRD015,1,449000,449000
ITM001314,ORD000797,PRD059,2,399000,798000
ITM001315,ORD000797,PRD086,1,329000,329000
ITM001316,ORD000797,PRD248,1,299000,299000
ITM001317,ORD000798,PRD064,1,449000,449000
ITM001318,ORD000799,PRD267,2,59000,118000
ITM001319,ORD000799,PRD130,1,229000,229000
ITM001320,ORD000800,PRD183,1,119000,119000
ITM001321,ORD000800,PRD265,1,329000,329000
ITM001322,ORD000800,PRD049,1,99000,99000
ITM001323,ORD000801,PRD049,2,99000,198000
ITM001324,ORD000801,PRD209,1,249000,249000
ITM001325,ORD000801,PRD103,1,499000,499000
ITM001326,ORD000802,PRD288,1,99000,99000
ITM001327,ORD000803,PRD107,1,399000,399000
ITM001328,ORD000804,PRD124,1,179000,179000
ITM001329,ORD000804,PRD040,1,449000,449000
ITM001330,ORD000804,PRD241,1,79000,79000
ITM001331,ORD000805,PRD258,1,129000,129000
ITM001332,ORD000805,PRD116,1,299000,299000
ITM001333,ORD000806,PRD079,1,499000,499000
ITM001334,ORD000807,PRD131,2,99000,198000
ITM001335,ORD000807,PRD253,2,399000,798000
ITM001336,ORD000808,PRD134,1,129000,129000
ITM001337,ORD000808,PRD184,2,199000,398000
ITM001338,ORD000809,PRD241,1,79000,79000
ITM001339,ORD000809,PRD205,1,119000,119000
ITM001340,ORD000810,PRD143,2,329000,658000
ITM001341,ORD000811,PRD106,1,99000,99000
ITM001342,ORD000812,PRD093,1,279000,279000
ITM001343,ORD000812,PRD157,1,69000,69000
ITM001344,ORD000812,PRD068,1,129000,129000
ITM001345,ORD000813,PRD095,1,89000,89000
ITM001346,ORD000813,PRD121,2,89000,178000
ITM001347,ORD000813,PRD223,1,499000,499000
ITM001348,ORD000814,PRD081,1,229000,229000
ITM001349,ORD000814,PRD144,2,59000,118000
ITM001350,ORD000815,PRD005,1,599000,599000
ITM001351,ORD000815,PRD295,1,229000,229000
ITM001352,ORD000815,PRD146,1,329000,329000
ITM001353,ORD000816,PRD029,1,499000,499000
ITM001354,ORD000816,PRD261,1,279000,279000
ITM001355,ORD000816,PRD092,2,69000,138000
ITM001356,ORD000817,PRD090,1,49000,49000
ITM001357,ORD000818,PRD129,1,79000,79000
ITM001358,ORD000819,PRD002,1,329000,329000
ITM001359,ORD000820,PRD107,1,399000,399000
ITM001360,ORD000821,PRD091,2,69000,138000
ITM001361,ORD000821,PRD197,2,199000,398000
ITM001362,ORD000822,PRD287,2,449000,898000
ITM001363,ORD000822,PRD268,3,599000,1797000
ITM001364,ORD000823,PRD050,2,89000,178000
ITM001365,ORD000824,PRD070,1,349000,349000
ITM001366,ORD000825,PRD276,1,329000,329000
ITM001367,ORD000826,PRD134,1,129000,129000
ITM001368,ORD000827,PRD201,1,119000,119000
ITM001369,ORD000828,PRD134,2,129000,258000
ITM001370,ORD000828,PRD289,1,79000,79000
ITM001371,ORD000829,PRD009,2,499000,998000
ITM001372,ORD000829,PRD172,1,59000,59000
ITM001373,ORD000830,PRD275,1,329000,329000
ITM001374,ORD000831,PRD252,1,49000,49000
ITM001375,ORD000832,PRD209,2,249000,498000
ITM001376,ORD000832,PRD287,1,449000,449000
ITM001377,ORD000833,PRD107,1,399000,399000
ITM001378,ORD000834,PRD100,1,79000,79000
ITM001379,ORD000835,PRD037,1,149000,149000
ITM001380,ORD000836,PRD229,1,79000,79000
ITM001381,ORD000837,PRD022,1,299000,299000
ITM001382,ORD000838,PRD123,2,89000,178000
ITM001383,ORD000838,PRD147,1,349000,349000
ITM001384,ORD000839,PRD244,1,49000,49000
ITM001385,ORD000840,PRD107,1,399000,399000
ITM001386,ORD000840,PRD031,1,69000,69000
ITM001387,ORD000841,PRD269,3,329000,987000
ITM001388,ORD000842,PRD017,1,149000,149000
ITM001389,ORD000843,PRD158,3,599000,1797000
ITM001390,ORD000843,PRD300,1,149000,149000
ITM001391,ORD000844,PRD281,1,149000,149000
ITM001392,ORD000845,PRD048,1,69000,69000
ITM001393,ORD000846,PRD197,1,199000,199000
ITM001394,ORD000846,PRD281,1,149000,149000
ITM001395,ORD000846,PRD076,1,199000,199000
ITM001396,ORD000847,PRD093,1,279000,279000
ITM001397,ORD000848,PRD035,1,399000,399000
ITM001398,ORD000849,PRD174,1,69000,69000
ITM001399,ORD000849,PRD086,1,329000,329000
ITM001400,ORD000850,PRD259,1,599000,599000
ITM001401,ORD000851,PRD188,1,69000,69000
ITM001402,ORD000852,PRD270,2,349000,698000
ITM001403,ORD000853,PRD039,3,399000,1197000
ITM001404,ORD000853,PRD088,1,199000,199000
ITM001405,ORD000854,PRD273,2,179000,358000
ITM001406,ORD000855,PRD133,1,399000,399000
ITM001407,ORD000856,PRD027,1,229000,229000
ITM001408,ORD000856,PRD053,1,49000,49000
ITM001409,ORD000857,PRD028,3,299000,897000
ITM001410,ORD000858,PRD209,1,249000,249000
ITM001411,ORD000858,PRD185,1,599000,599000
ITM001412,ORD000859,PRD286,1,49000,49000
ITM001413,ORD000860,PRD053,1,49000,49000
ITM001414,ORD000860,PRD012,1,599000,599000
ITM001415,ORD000861,PRD270,1,349000,349000
ITM001416,ORD000861,PRD068,1,129000,129000
ITM001417,ORD000862,PRD206,2,59000,118000
ITM001418,ORD000862,PRD088,1,199000,199000
ITM001419,ORD000862,PRD196,1,449000,449000
ITM001420,ORD000863,PRD181,1,279000,279000
ITM001421,ORD000863,PRD253,1,399000,399000
ITM001422,ORD000864,PRD253,1,399000,399000
ITM001423,ORD000865,PRD263,2,89000,178000
ITM001424,ORD000866,PRD089,1,149000,149000
ITM001425,ORD000866,PRD094,1,89000,89000
ITM001426,ORD000867,PRD300,1,149000,149000
ITM001427,ORD000867,PRD259,1,599000,599000
ITM001428,ORD000868,PRD261,2,279000,558000
ITM001429,ORD000869,PRD066,2,349000,698000
ITM001430,ORD000870,PRD041,2,199000,398000
ITM001431,ORD000871,PRD166,1,549000,549000
ITM001432,ORD000871,PRD126,3,279000,837000
ITM001433,ORD000872,PRD226,1,449000,449000
ITM001434,ORD000873,PRD005,2,599000,1198000
ITM001435,ORD000874,PRD274,1,229000,229000
ITM001436,ORD000874,PRD096,1,69000,69000
ITM001437,ORD000874,PRD082,1,229000,229000
ITM001438,ORD000875,PRD217,2,129000,258000
ITM001439,ORD000875,PRD249,1,449000,449000
ITM001440,ORD000876,PRD244,1,49000,49000
ITM001441,ORD000876,PRD172,1,59000,59000
ITM001442,ORD000876,PRD076,1,199000,199000
ITM001443,ORD000877,PRD276,1,329000,329000
ITM001444,ORD000878,PRD166,2,549000,1098000
ITM001445,ORD000879,PRD037,2,149000,298000
ITM001446,ORD000879,PRD184,1,199000,199000
ITM001447,ORD000880,PRD259,2,599000,1198000
ITM001448,ORD000881,PRD065,1,249000,249000
ITM001449,ORD000882,PRD224,3,89000,267000
ITM001450,ORD000882,PRD026,2,179000,358000
ITM001451,ORD000883,PRD124,1,179000,179000
ITM001452,ORD000884,PRD300,1,149000,149000
ITM001453,ORD000885,PRD154,1,119000,119000
ITM001454,ORD000886,PRD183,3,119000,357000
ITM001455,ORD000887,PRD046,1,199000,199000
ITM001456,ORD000887,PRD082,1,229000,229000
ITM001457,ORD000888,PRD176,1,599000,599000
ITM001458,ORD000888,PRD043,2,149000,298000
ITM001459,ORD000888,PRD289,1,79000,79000
ITM001460,ORD000889,PRD052,1,399000,399000
ITM001461,ORD000890,PRD195,2,149000,298000
ITM001462,ORD000891,PRD222,1,179000,179000
ITM001463,ORD000892,PRD028,1,299000,299000
ITM001464,ORD000892,PRD250,2,149000,298000
ITM001465,ORD000893,PRD237,2,199000,398000
ITM001466,ORD000893,PRD233,2,49000,98000
ITM001467,ORD000894,PRD257,1,59000,59000
ITM001468,ORD000895,PRD161,1,179000,179000
ITM001469,ORD000896,PRD250,2,149000,298000
ITM001470,ORD000896,PRD186,1,129000,129000
ITM001471,ORD000897,PRD155,1,499000,499000
ITM001472,ORD000897,PRD228,1,399000,399000
ITM001473,ORD000898,PRD126,1,279000,279000
ITM001474,ORD000898,PRD149,1,549000,549000
ITM001475,ORD000899,PRD199,1,69000,69000
ITM001476,ORD000900,PRD279,1,449000,449000
ITM001477,ORD000901,PRD122,2,119000,238000
ITM001478,ORD000901,PRD282,2,149000,298000
ITM001479,ORD000902,PRD270,1,349000,349000
ITM001480,ORD000903,PRD100,1,79000,79000
ITM001481,ORD000904,PRD116,1,299000,299000
ITM001482,ORD000904,PRD161,2,179000,358000
ITM001483,ORD000905,PRD006,1,119000,119000
ITM001484,ORD000905,PRD027,1,229000,229000
ITM001485,ORD000905,PRD234,1,199000,199000
ITM001486,ORD000906,PRD122,2,119000,238000
ITM001487,ORD000906,PRD242,2,449000,898000
ITM001488,ORD000907,PRD066,3,349000,1047000
ITM001489,ORD000908,PRD280,1,229000,229000
ITM001490,ORD000909,PRD110,1,199000,199000
ITM001491,ORD000909,PRD093,1,279000,279000
ITM001492,ORD000909,PRD192,1,229000,229000
ITM001493,ORD000910,PRD074,1,449000,449000
ITM001494,ORD000910,PRD030,2,199000,398000
ITM001495,ORD000911,PRD255,2,179000,358000
ITM001496,ORD000912,PRD095,1,89000,89000
ITM001497,ORD000913,PRD294,1,229000,229000
ITM001498,ORD000914,PRD248,1,299000,299000
ITM001499,ORD000915,PRD200,2,499000,998000
ITM001500,ORD000916,PRD206,1,59000,59000
ITM001501,ORD000916,PRD019,2,119000,238000
ITM001502,ORD000917,PRD118,1,349000,349000
ITM001503,ORD000917,PRD153,2,179000,358000
ITM001504,ORD000918,PRD204,3,69000,207000
ITM001505,ORD000919,PRD175,3,279000,837000
ITM001506,ORD000920,PRD006,1,119000,119000
ITM001507,ORD000921,PRD003,1,349000,349000
ITM001508,ORD000921,PRD210,1,249000,249000
ITM001509,ORD000922,PRD084,1,69000,69000
ITM001510,ORD000923,PRD113,2,499000,998000
ITM001511,ORD000923,PRD174,2,69000,138000
ITM001512,ORD000924,PRD294,1,229000,229000
ITM001513,ORD000924,PRD156,2,99000,198000
ITM001514,ORD000924,PRD038,1,299000,299000
ITM001515,ORD000925,PRD060,1,549000,549000
ITM001516,ORD000925,PRD286,2,49000,98000
ITM001517,ORD000926,PRD233,2,49000,98000
ITM001518,ORD000926,PRD120,1,89000,89000
ITM001519,ORD000927,PRD256,2,49000,98000
ITM001520,ORD000928,PRD060,1,549000,549000
ITM001521,ORD000928,PRD278,1,499000,499000
ITM001522,ORD000929,PRD245,1,129000,129000
ITM001523,ORD000929,PRD212,1,499000,499000
ITM001524,ORD000929,PRD061,3,599000,1797000
ITM001525,ORD000930,PRD234,1,199000,199000
ITM001526,ORD000930,PRD078,1,99000,99000
ITM001527,ORD000931,PRD214,1,549000,549000
ITM001528,ORD000932,PRD018,2,299000,598000
ITM001529,ORD000932,PRD227,2,99000,198000
ITM001530,ORD000933,PRD228,1,399000,399000
ITM001531,ORD000934,PRD277,3,129000,387000
ITM001532,ORD000935,PRD118,1,349000,349000
ITM001533,ORD000935,PRD130,1,229000,229000
ITM001534,ORD000936,PRD067,1,549000,549000
ITM001535,ORD000937,PRD196,2,449000,898000
ITM001536,ORD000938,PRD086,1,329000,329000
ITM001537,ORD000939,PRD016,1,89000,89000
ITM001538,ORD000940,PRD087,2,399000,798000
ITM001539,ORD000940,PRD063,2,89000,178000
ITM001540,ORD000940,PRD128,1,279000,279000
ITM001541,ORD000941,PRD277,1,129000,129000
ITM001542,ORD000941,PRD242,2,449000,898000
ITM001543,ORD000942,PRD296,1,149000,149000
ITM001544,ORD000943,PRD270,1,349000,349000
ITM001545,ORD000944,PRD140,1,179000,179000
ITM001546,ORD000945,PRD051,1,399000,399000
ITM001547,ORD000945,PRD183,1,119000,119000
ITM001548,ORD000946,PRD097,1,49000,49000
ITM001549,ORD000946,PRD104,3,229000,687000
ITM001550,ORD000947,PRD133,1,399000,399000
ITM001551,ORD000947,PRD172,1,59000,59000
ITM001552,ORD000948,PRD055,1,129000,129000
ITM001553,ORD000949,PRD181,1,279000,279000
ITM001554,ORD000950,PRD053,1,49000,49000
ITM001555,ORD000950,PRD176,2,599000,1198000
ITM001556,ORD000951,PRD239,1,179000,179000
ITM001557,ORD000952,PRD198,1,149000,149000
ITM001558,ORD000953,PRD231,1,179000,179000
ITM001559,ORD000953,PRD121,1,89000,89000
ITM001560,ORD000953,PRD223,1,499000,499000
ITM001561,ORD000954,PRD193,1,179000,179000
ITM001562,ORD000955,PRD274,1,229000,229000
ITM001563,ORD000956,PRD034,1,279000,279000
ITM001564,ORD000957,PRD079,2,499000,998000
ITM001565,ORD000958,PRD059,2,399000,798000
ITM001566,ORD000959,PRD268,1,599000,599000
ITM001567,ORD000959,PRD137,1,119000,119000
ITM001568,ORD000960,PRD166,1,549000,549000
ITM001569,ORD000960,PRD214,2,549000,1098000
ITM001570,ORD000961,PRD155,1,499000,499000
ITM001571,ORD000961,PRD239,1,179000,179000
ITM001572,ORD000961,PRD121,1,89000,89000
ITM001573,ORD000962,PRD232,1,49000,49000
ITM001574,ORD000963,PRD032,1,99000,99000
ITM001575,ORD000964,PRD010,1,99000,99000
ITM001576,ORD000965,PRD102,1,59000,59000
ITM001577,ORD000966,PRD107,3,399000,1197000
ITM001578,ORD000966,PRD026,1,179000,179000
ITM001579,ORD000966,PRD093,1,279000,279000
ITM001580,ORD000967,PRD166,2,549000,1098000
ITM001581,ORD000968,PRD137,1,119000,119000
ITM001582,ORD000969,PRD081,2,229000,458000
ITM001583,ORD000969,PRD191,2,49000,98000
ITM001584,ORD000970,PRD179,1,399000,399000
ITM001585,ORD000970,PRD115,1,399000,399000
ITM001586,ORD000970,PRD159,2,89000,178000
ITM001587,ORD000971,PRD264,1,79000,79000
ITM001588,ORD000972,PRD187,1,49000,49000
ITM001589,ORD000972,PRD222,1,179000,179000
ITM001590,ORD000973,PRD184,1,199000,199000
ITM001591,ORD000973,PRD216,1,199000,199000
ITM001592,ORD000974,PRD214,2,549000,1098000
ITM001593,ORD000974,PRD050,1,89000,89000
ITM001594,ORD000975,PRD059,1,399000,399000
ITM001595,ORD000975,PRD198,1,149000,149000
ITM001596,ORD000975,PRD125,3,279000,837000
ITM001597,ORD000976,PRD196,1,449000,449000
ITM001598,ORD000977,PRD001,1,599000,599000
ITM001599,ORD000978,PRD115,1,399000,399000
ITM001600,ORD000979,PRD292,1,129000,129000
ITM001601,ORD000979,PRD191,1,49000,49000
ITM001602,ORD000980,PRD264,1,79000,79000
ITM001603,ORD000981,PRD188,2,69000,138000
ITM001604,ORD000982,PRD179,1,399000,399000
ITM001605,ORD000983,PRD254,1,299000,299000
ITM001606,ORD000984,PRD030,1,199000,199000
ITM001607,ORD000985,PRD282,1,149000,149000
ITM001608,ORD000985,PRD107,1,399000,399000
ITM001609,ORD000986,PRD128,1,279000,279000
ITM001610,ORD000986,PRD270,1,349000,349000
ITM001611,ORD000987,PRD225,3,399000,1197000
ITM001612,ORD000988,PRD194,1,119000,119000
ITM001613,ORD000989,PRD240,1,69000,69000
ITM001614,ORD000990,PRD085,2,129000,258000
ITM001615,ORD000990,PRD260,1,79000,79000
ITM001616,ORD000991,PRD018,1,299000,299000
ITM001617,ORD000992,PRD080,1,329000,329000
ITM001618,ORD000993,PRD188,1,69000,69000
ITM001619,ORD000994,PRD063,1,89000,89000
ITM001620,ORD000995,PRD065,2,249000,498000
ITM001621,ORD000995,PRD162,1,119000,119000
ITM001622,ORD000996,PRD113,1,499000,499000
ITM001623,ORD000996,PRD135,1,149000,149000
ITM001624,ORD000996,PRD041,1,199000,199000
ITM001625,ORD000997,PRD002,1,329000,329000
ITM001626,ORD000997,PRD159,1,89000,89000
ITM001627,ORD000998,PRD036,1,299000,299000
ITM001628,ORD000998,PRD012,1,599000,599000
ITM001629,ORD000999,PRD028,1,299000,299000
ITM001630,ORD001000,PRD118,1,349000,349000
ITM001631,ORD001000,PRD202,3,249000,747000
ITM001632,ORD001001,PRD285,1,499000,499000
ITM001633,ORD001002,PRD049,1,99000,99000
ITM001634,ORD001003,PRD299,2,399000,798000
ITM001635,ORD001004,PRD234,2,199000,398000
ITM001636,ORD001005,PRD019,1,119000,119000
ITM001637,ORD001005,PRD228,1,399000,399000
ITM001638,ORD001006,PRD138,1,79000,79000
ITM001639,ORD001006,PRD147,3,349000,1047000
ITM001640,ORD001006,PRD151,1,249000,249000
ITM001641,ORD001007,PRD176,1,599000,599000
ITM001642,ORD001007,PRD192,3,229000,687000
ITM001643,ORD001007,PRD083,1,49000,49000
ITM001644,ORD001008,PRD207,3,199000,597000
ITM001645,ORD001009,PRD219,1,229000,229000
ITM001646,ORD001010,PRD079,1,499000,499000
ITM001647,ORD001010,PRD246,1,399000,399000
ITM001648,ORD001010,PRD199,1,69000,69000
ITM001649,ORD001011,PRD287,1,449000,449000
ITM001650,ORD001012,PRD286,2,49000,98000
ITM001651,ORD001012,PRD097,1,49000,49000
ITM001652,ORD001013,PRD185,1,599000,599000
ITM001653,ORD001013,PRD249,2,449000,898000
ITM001654,ORD001014,PRD078,1,99000,99000
ITM001655,ORD001014,PRD186,1,129000,129000
ITM001656,ORD001015,PRD057,1,299000,299000
ITM001657,ORD001015,PRD029,1,499000,499000
ITM001658,ORD001016,PRD285,1,499000,499000
ITM001659,ORD001017,PRD288,1,99000,99000
ITM001660,ORD001017,PRD208,1,329000,329000
ITM001661,ORD001017,PRD245,1,129000,129000
ITM001662,ORD001018,PRD215,1,89000,89000
ITM001663,ORD001018,PRD036,1,299000,299000
ITM001664,ORD001018,PRD071,3,99000,297000
ITM001665,ORD001019,PRD115,2,399000,798000
ITM001666,ORD001020,PRD212,1,499000,499000
ITM001667,ORD001020,PRD237,1,199000,199000
ITM001668,ORD001021,PRD206,2,59000,118000
ITM001669,ORD001022,PRD096,2,69000,138000
ITM001670,ORD001022,PRD161,1,179000,179000
ITM001671,ORD001022,PRD095,1,89000,89000
ITM001672,ORD001023,PRD114,1,199000,199000
ITM001673,ORD001024,PRD029,2,499000,998000
ITM001674,ORD001025,PRD009,3,499000,1497000
ITM001675,ORD001025,PRD137,3,119000,357000
ITM001676,ORD001026,PRD275,2,329000,658000
ITM001677,ORD001027,PRD184,2,199000,398000
ITM001678,ORD001027,PRD251,1,129000,129000
ITM001679,ORD001028,PRD112,1,249000,249000
ITM001680,ORD001029,PRD106,2,99000,198000
ITM001681,ORD001029,PRD107,1,399000,399000
ITM001682,ORD001029,PRD016,1,89000,89000
ITM001683,ORD001030,PRD115,2,399000,798000
ITM001684,ORD001030,PRD088,1,199000,199000
ITM001685,ORD001031,PRD279,1,449000,449000
ITM001686,ORD001031,PRD179,1,399000,399000
ITM001687,ORD001031,PRD077,1,329000,329000
ITM001688,ORD001032,PRD221,2,119000,238000
ITM001689,ORD001033,PRD042,1,449000,449000
ITM001690,ORD001034,PRD232,1,49000,49000
ITM001691,ORD001035,PRD102,1,59000,59000
ITM001692,ORD001035,PRD234,1,199000,199000
ITM001693,ORD001036,PRD219,1,229000,229000
ITM001694,ORD001036,PRD198,1,149000,149000
ITM001695,ORD001036,PRD286,1,49000,49000
ITM001696,ORD001037,PRD280,1,229000,229000
ITM001697,ORD001038,PRD088,1,199000,199000
ITM001698,ORD001039,PRD213,1,199000,199000
ITM001699,ORD001039,PRD051,2,399000,798000
ITM001700,ORD001040,PRD234,1,199000,199000
ITM001701,ORD001041,PRD102,1,59000,59000
ITM001702,ORD001041,PRD187,1,49000,49000
ITM001703,ORD001042,PRD043,3,149000,447000
ITM001704,ORD001043,PRD035,2,399000,798000
ITM001705,ORD001043,PRD159,1,89000,89000
ITM001706,ORD001044,PRD181,1,279000,279000
ITM001707,ORD001045,PRD010,2,99000,198000
ITM001708,ORD001045,PRD157,1,69000,69000
